[37m[2021/03/19 18:28:41][CONFIG][initService]  Starting service...
[32m[2021/03/19 23:39:12][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%Dark knight %' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 10 
[32m[2021/03/19 23:39:12][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 23:39:12][INFO][buildResponse]  Response being built with Result: NO_MOVIE_FOUND
[32m[2021/03/19 23:39:12][INFO][buildResponse]  No movies found with search parameters.
[32m[2021/03/19 23:39:12][INFO][buildResponse]  211
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@6be97c42, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:39:16][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:39:16][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:39:16][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:39:16][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:39:16][INFO][getMovie]  Search for : tt2166834
[32m[2021/03/19 23:39:16][INFO][getMovie]  Found movie: tt2166834
[32m[2021/03/19 23:39:16][INFO][getMovie]  Search genre
[32m[2021/03/19 23:39:16][INFO][getMovie]  Search for people
[32m[2021/03/19 23:39:16][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:39:16][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:39:16][INFO][buildResponse]  210
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@140e6297, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:39:21][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:39:21][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:39:21][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:39:21][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:39:21][INFO][getMovie]  Search for : tt1345836
[32m[2021/03/19 23:39:21][INFO][getMovie]  Found movie: tt1345836
[32m[2021/03/19 23:39:21][INFO][getMovie]  Search genre
[32m[2021/03/19 23:39:21][INFO][getMovie]  Search for people
[32m[2021/03/19 23:39:21][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:39:21][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:39:21][INFO][buildResponse]  210
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@57a56bfd, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:39:35][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:39:35][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:39:35][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:39:35][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:39:35][INFO][search]  Sanitize input 
[32m[2021/03/19 23:39:35][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.year = 2019 AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 23:39:35][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 23:39:35][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:39:35][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:39:35][INFO][buildResponse]  210
[32m[2021/03/19 23:39:35][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 23:39:35][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0437086', 'tt0448115', 'tt10009796', 'tt1488606', 'tt1987680', 'tt2481498', 'tt2677722', 'tt2693580', 'tt3256226', 'tt3513498')
ORDER BY FIELD(movie_id, 'tt0437086', 'tt0448115', 'tt10009796', 'tt1488606', 'tt1987680', 'tt2481498', 'tt2677722', 'tt2693580', 'tt3256226', 'tt3513498');
[32m[2021/03/19 23:39:35][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:39:35][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:39:35][INFO][buildResponse]  210
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@3932c2fa, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:39:42][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:39:42][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:39:42][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:39:42][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:39:42][INFO][search]  Sanitize input 
[32m[2021/03/19 23:39:42][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.year = 2019 AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 10 
[32m[2021/03/19 23:39:42][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 23:39:42][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:39:42][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:39:42][INFO][buildResponse]  210
[32m[2021/03/19 23:39:42][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 23:39:42][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt4042818', 'tt4154664', 'tt4154796', 'tt4457344', 'tt4859168', 'tt4913966', 'tt5215088', 'tt5461944', 'tt5719748', 'tt5848416')
ORDER BY FIELD(movie_id, 'tt4042818', 'tt4154664', 'tt4154796', 'tt4457344', 'tt4859168', 'tt4913966', 'tt5215088', 'tt5461944', 'tt5719748', 'tt5848416');
[32m[2021/03/19 23:39:42][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:39:42][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:39:42][INFO][buildResponse]  210
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@7b20e834, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:39:45][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:39:45][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:39:45][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:39:45][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:39:45][INFO][getMovie]  Search for : tt4154796
[32m[2021/03/19 23:39:45][INFO][getMovie]  Found movie: tt4154796
[32m[2021/03/19 23:39:45][INFO][getMovie]  Search genre
[32m[2021/03/19 23:39:45][INFO][getMovie]  Search for people
[32m[2021/03/19 23:39:45][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:39:45][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:39:45][INFO][buildResponse]  210
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@305e9b8a, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:42:21][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:42:21][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:42:21][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:42:21][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:42:21][INFO][search]  Sanitize input 
[32m[2021/03/19 23:42:21][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%Dark knight %' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 23:42:21][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 23:42:21][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:42:21][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:42:21][INFO][buildResponse]  210
[32m[2021/03/19 23:42:23][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 23:42:23][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt2166834', 'tt1345836', 'tt2313197')
ORDER BY FIELD(movie_id, 'tt2166834', 'tt1345836', 'tt2313197');
[32m[2021/03/19 23:42:23][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:42:23][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:42:23][INFO][buildResponse]  210
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@7abb5127, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:42:28][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:42:28][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:42:28][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:42:28][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:42:28][INFO][getMovie]  Search for : tt2166834
[32m[2021/03/19 23:42:28][INFO][getMovie]  Found movie: tt2166834
[32m[2021/03/19 23:42:28][INFO][getMovie]  Search genre
[32m[2021/03/19 23:42:28][INFO][getMovie]  Search for people
[32m[2021/03/19 23:42:28][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 23:42:28][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 23:42:28][INFO][buildResponse]  210
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@4ea03754, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:42:33][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:42:33][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:42:33][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:42:33][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:42:33][INFO][search]  Sanitize input 
[32m[2021/03/19 23:42:33][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%Dark knight %' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 10 
[32m[2021/03/19 23:42:33][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 23:42:33][INFO][buildResponse]  Response being built with Result: NO_MOVIE_FOUND
[32m[2021/03/19 23:42:33][INFO][buildResponse]  No movies found with search parameters.
[32m[2021/03/19 23:42:33][INFO][buildResponse]  211
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@103e1796, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 23:42:45][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 23:42:45][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 23:42:45][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 23:42:45][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 23:42:47][INFO][search]  Sanitize input 
[32m[2021/03/19 23:42:47][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.year = 2019 AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
